DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;DPTO;P6430S1;P6500;P6750;P6760;P6800;P6850;P6830;P6830S1;AREA;OCI;FEX_C;P6430;RAMA4D_R4;OFICIO;RAMA2D_R4
5239053;1;1;1;60;81; ; ;150000;1;20;20; ; ;81;1;7,59043141597366;4;4799;45;47
5239053;1;4;1;60;81; ; ;98;1;20;20; ; ;81;1;7,59043141597366;4;1410;79;14
5239088;1;2;1;60;81; ; ;0;1;35;35; ; ;81;1;30,3617256638947;4;5619;45;56
5239089;1;1;1;60;81; ; ; ; ;56;56; ; ;81;1;9,24226683507712;6;5611;50;56
5239089;1;2;1;60;81; ; ;99;1;56;56; ; ;81;1;9,24226683507712;5;5611;53;56
5239090;1;1;1;60;81; ; ;350000;1;70;70; ; ;81;1;7,59043141597366;4;4781;45;47
5239585;1;1;1;60;99; ; ;300000;1;48;48; ; ;99;1;3,80438060494152;4;4542;84;45
5239585;1;2;1;60;99; ;893000; ; ;40;40; ; ;99;1;3,80438060494152;1;8412;55;84
5239620;1;1;1;60;99; ; ;500000;1;40;32;6; ;99;1;1,89549502356952;4;4520;93;45
5239817;1;1;1;60;85; ; ;1450000;1;45;45; ; ;85;1;20,2263078785675;4;8610;39;86
5239818;1;1;1;60;85; ; ;160000;1;30;30; ; ;85;1;16,5525026147952;4;5221;58;52
5239819;1;1;1;60;85; ; ;850000;1;50;50; ; ;85;1;23,1543746404479;4;4520;84;45
5239820;1;1;1;60;85; ;1500000; ; ;50;50; ; ;85;1;25,7713789763034;1;3312;03;33
5239820;1;2;1;60;85; ; ;900000;1;28;28; ; ;85;1;25,7713789763034;4;4772;41;47
5239832;1;1;1;60;95; ; ;200000;1;80;80; ; ;95;1;5,79877058691403;4;5619;53;56
5239832;1;2;1;60;95; ; ; ; ;30;30; ; ;95;1;5,79877058691403;6;5619;45;56
5239969;1;1;1;60;81; ;98; ; ;50;50; ; ;81;1;10,4974144176744;1;0610;19;06
5239970;1;1;1;60;81; ; ;98;1;48;48; ; ;81;1;7,59043141597366;5;1410;79;14
5239971;1;1;1;60;81; ; ;98;1;50;50; ; ;81;1;21,0783488418142;4;9511;03;95
5240056;1;1;1;60;86; ;2000000; ; ;40;40; ; ;86;1;9,10176231529496;2;8424;03;84
5240057;1;1;1;60;86; ; ;98;1;48;48; ; ;86;1;8,68572842914156;4;4520;84;45
5240239;1;1;1;60;86; ; ;98;1;40;40; ; ;86;1;8,82456208483485;4;4111;95;41
5240241;1;2;1;60;86; ; ;100000;1;24;24; ; ;86;1;6,66639045062157;4;8559;13;85
5240441;1;2;1;60;86; ;2500000; ; ;40;40; ; ;86;1;6,65193161874177;2;8412;31;84
5240442;1;1;1;60;86; ;1400000; ; ;40;40; ; ;86;1;8,07426601324266;1;8010;33;80
5240443;1;2;1;60;86; ;1620000; ; ;40;40; ; ;86;1;6,85017359835403;2;8412;39;84
5240838;1;1;1;60;86; ; ;98;1;35;35; ; ;86;1;6,32946526160895;4;9609;59;96
5240885;1;1;1;60;97; ; ;3500000;1;70;70; ; ;97;1;1,58966084554411;4;8610;06;86
5240885;1;2;1;60;97; ;4900000; ; ;70;70; ; ;97;1;1,58966084554411;2;8610;06;86
5240885;1;3;1;60;97; ;4900000; ; ;70;70; ; ;97;1;1,58966084554411;2;8610;06;86
5240886;1;1;1;60;97; ;1860000; ; ;40;40; ; ;97;1;6,13692184884415;2;8412;39;84
5240887;1;1;1;60;97; ; ;2600000;1;40;40; ; ;97;1;1,58966084554411;4;8413;03;84
5240887;1;2;1;60;97; ;2200000; ; ;70;70; ; ;97;1;1,58966084554411;2;8423;58;84
5240888;1;2;1;60;97; ; ;2900000;1;40;40; ; ;97;1;1,58966084554411;4;8413;03;84
5240889;1;1;1;60;97; ; ;4000000;1;40;40; ; ;97;1;1,58966084554411;4;8413;31;84
5240889;1;3;1;60;97; ; ;7000000;1;40;40; ; ;97;1;1,58966084554411;4;8413;31;84
5240890;1;2;1;60;97; ; ;1350000;1;40;40; ; ;97;1;4,60915354995766;4;9499;59;94
5240891;1;1;1;60;97; ;1600000; ; ;40;40; ; ;97;1;1,58966084554411;2;8530;32;85
5240891;1;2;1;60;97; ; ;500000;1;28;28; ; ;97;1;1,58966084554411;4;4752;71;47
5240892;1;1;1;60;97; ;3000000; ; ;40;40; ; ;97;1;1,58966084554411;2;8422;39;84
5240892;1;2;1;60;97; ;2800000; ; ;40;40; ; ;97;1;1,58966084554411;2;8551;97;85
5240892;1;3;1;60;97; ;1500000; ; ;40;40; ; ;97;1;1,58966084554411;1;4210;19;42
5240922;1;2;1;60;97; ; ;1200000;1;40;40; ; ;97;1;5,89704359859505;4;8890;53;88
5240922;1;3;1;60;97; ; ;1350000;1;40;40; ; ;97;1;5,89704359859505;4;8412;39;84
5240922;1;6;1;60;97; ;877000; ; ;40;40; ; ;97;1;5,89704359859505;1;8890;13;88
5240923;1;2;1;60;97; ;877000; ; ;40;40; ; ;97;1;1,58966084554411;1;8422;53;84
5240923;1;3;1;60;97; ;1800000; ; ;40;40; ; ;97;1;1,58966084554411;2;8412;39;84
5240923;1;6;1;60;97; ; ;90000;1;50;50; ; ;97;1;1,58966084554411;4;4921;98;49
5240924;1;2;1;60;97; ;4200000; ; ;40;30;6; ;97;1;1,58966084554411;2;8530;13;85
5240925;1;1;1;60;97; ; ;1200000;1;40;0;6; ;97;1;6,13692184884415;4;7729;49;77
5240926;1;1;1;60;97; ; ;100000;1;10;10; ; ;97;1;6,35864338217645;4;4792;45;47
5240927;1;1;1;60;97; ;900000; ; ;40;40; ; ;97;1;6,35864338217645;1;4210;95;42
5240927;1;2;1;60;97; ;500000; ; ;40;40; ; ;97;1;6,35864338217645;3;9700;54;97
5240927;1;5;1;60;97; ;877000; ; ;40;40; ; ;97;1;6,35864338217645;1;9499;97;94
5240928;1;1;1;60;97; ;3900000; ; ;40;0;6; ;97;1;1,58966084554411;1;4290;95;42
5240928;1;2;1;60;97; ;877000; ; ;40;40; ; ;97;1;1,58966084554411;1;8890;54;88
5240931;1;1;1;60;97; ; ;99;1;60;60; ; ;97;1;1,58966084554411;4;4752;41;47
5240933;1;2;1;60;97; ; ;1000000;1;40;0;6; ;97;1;6,35864338217645;4;9522;87;95
5240933;1;4;1;60;97; ;380000; ; ;40;40; ; ;97;1;6,35864338217645;3;9700;54;97
5240934;1;1;1;60;97; ; ;600000;1;48;48; ; ;97;1;1,58966084554411;4;4729;41;47
5240935;1;1;1;60;97; ; ;0;1;50;0;7;EMRGENCIA DEL COVID;97;1;1,58966084554411;5;5630;51;56
5240936;1;1;1;60;97; ;5000000; ; ;48;48; ; ;97;1;1,58966084554411;2;8424;12;84
5240937;1;1;1;60;97; ;2400000; ; ;48;48; ; ;97;1;1,58966084554411;2;8424;39;84
5240938;1;1;1;60;97; ;4300000; ; ;48;48; ; ;97;1;1,58966084554411;1;6423;21;64
5241862;1;1;1;60;86; ; ;98;1;50;50; ; ;86;1;11,1936382174713;4;4112;95;41
5241863;1;1;1;60;86; ;980000; ; ;40;40; ; ;86;1;9,10176231529496;1;4210;95;42
5241864;1;1;1;60;86; ;98; ; ;48;48; ; ;86;1;10,5936362893226;1;7730;97;77
5241864;1;2;1;60;86; ;360000; ; ;40;40; ; ;86;1;10,5936362893226;1;1081;45;10
5241865;1;1;1;60;86; ;900000; ; ;40;40; ; ;86;1;10,3258547301836;1;5611;53;56
5241867;1;1;1;60;86; ;99; ; ;35;35; ; ;86;1;9,98892954117097;1;4520;87;45
5241955;1;1;1;60;86; ;500000; ; ;40;40; ; ;86;1;6,32946526160895;3;9700;54;97
5241956;1;1;1;60;86; ; ;600000;1;40;40; ; ;86;1;9,10176231529496;4;5611;97;56
5242051;1;2;1;60;86; ;300000; ; ;25;25; ; ;86;1;6,66639045062157;3;9700;54;97
5242052;1;1;1;60;86; ;300000; ; ;40;40; ; ;86;1;9,10176231529496;1;4112;97;41
5242053;1;1;1;60;86; ;910000; ; ;40;40; ; ;86;1;9,10176231529496;1;7110;83;71
5243320;1;1;1;60;85; ;1200000; ; ;50;50; ; ;85;1;29,750380327995;1;0610;98;06
5243320;1;3;1;60;85; ; ;480000;1;80;80; ; ;85;1;29,750380327995;4;4781;45;47
5243321;1;1;1;60;85; ;1000000; ; ;48;48; ; ;85;1;33,4448226091552;1;4322;03;43
5243322;1;1;1;60;85; ;1000000; ; ;48;48; ; ;85;1;29,5847048029657;1;3312;84;33
5243322;1;2;1;60;85; ;2500000; ; ;48;48; ; ;85;1;29,5847048029657;1;8413;11;84
5243324;1;1;1;60;85; ; ;1000000;1;42;42; ; ;85;1;26,1608050835692;4;7410;02;74
5243357;1;1;1;60;85; ; ;18000;1;2;2; ; ;85;1;24,2053092302591;4;8130;61;81
5243358;1;1;1;60;85; ;877000; ; ;48;36;6; ;85;1;19,2018378871706;1;9491;55;94
5243359;1;1;1;60;85; ; ;99;1;48;48; ; ;85;1;26,7557998291901;4;8412;39;84
5243360;1;1;1;60;85; ;950000; ; ;48;53; ; ;85;1;17,168134377804;1;5621;50;56
5243361;1;1;1;60;85; ; ;500000;1;60;60; ; ;85;1;24,6981540575197;4;4711;41;47
5243361;1;2;1;60;85; ; ;1000000;1;55;55; ; ;85;1;24,6981540575197;5;4321;85;43
5243361;1;3;1;60;85; ;900000; ; ;55;55; ; ;85;1;24,6981540575197;1;4321;99;43
5243375;1;1;1;60;85; ; ;350000;1;18;3;6; ;85;1;22,9828327773129;4;9602;57;96
5243376;1;1;1;60;85; ; ;700000;1;84;84; ; ;85;1;26,7557998291901;4;4921;98;49
5243376;1;2;1;60;85; ; ;2600000;1;48;48; ; ;85;1;26,7557998291901;4;8621;03;86
5243378;1;1;1;60;85; ; ;100000;1;24;24; ; ;85;1;26,1608050835692;4;3830;99;38
5243380;1;2;1;60;85; ;700000; ; ;49;49; ; ;85;1;24,7187910749077;1;5611;53;56
5243382;1;1;1;60;85; ;950000; ; ;48;48; ; ;85;1;26,1608050835692;1;8129;99;81
5243384;1;1;1;60;85; ;877000; ; ;48;48; ; ;85;1;20,2263078785675;1;0610;39;06
5243395;1;1;1;60;91; ; ;99;1;37;37; ; ;91;1;6,42995517110826;4;8121;55;81
5243395;1;2;1;60;91; ; ;99;1;48;48; ; ;91;1;6,42995517110826;4;4111;95;41
5243396;1;1;1;60;91; ; ;99;1;48;48; ; ;91;1;4,99186189132693;5;4771;41;47
5243397;1;1;1;60;91; ; ;99;1;48;48; ; ;91;1;5,31413944158446;4;8610;55;86
5243397;1;2;1;60;91; ; ;99;1;48;48; ; ;91;1;5,31413944158446;4;4520;85;45
5243398;1;1;1;60;91; ;99; ; ;48;48; ; ;91;1;5,04941927283886;2;8412;30;84
5243399;1;2;1;60;91; ;99; ; ;40;40; ; ;91;1;4,75715451925715;2;8413;39;84
5243400;1;1;1;60;91; ; ;99;1;48;48; ; ;91;1;5,31413944158446;4;4111;95;41
5243406;1;2;1;60;91; ; ;98;1;48;48; ; ;91;1;5,95784122888781;4;3312;03;33
5243407;1;2;1;60;91; ;99; ; ;48;48; ; ;91;1;5,08006096556238;2;7210;21;72
5243408;1;1;1;60;91; ; ;98;1;40;40; ; ;91;1;5,31413944158446;4;4321;85;43
5243408;1;2;1;60;91; ;99; ; ;48;0;3; ;91;1;5,31413944158446;2;8422;53;84
5243409;1;1;1;60;91; ;98; ; ;56;56; ; ;91;1;5,04941927283886;1;4773;45;47
5243410;1;2;1;60;91; ; ;99;1;56;56; ; ;91;1;5,87786694755345;4;4542;79;45
5243414;1;1;1;60;91; ; ;99;1;56;56; ; ;91;1;6,04517191851411;4;5021;59;50
5243414;1;4;1;60;91; ; ;99;1;56;56; ; ;91;1;6,04517191851411;4;5530;58;55
5243415;1;1;1;60;91; ; ;99;1;60;40;6; ;91;1;6,42995517110826;4;4631;41;46
5243415;1;2;1;60;91; ; ;98;1;56;56; ; ;91;1;6,42995517110826;4;4711;41;47
5243415;1;3;1;60;91; ; ; ; ;48;48; ; ;91;1;6,42995517110826;6;4631;45;46
5243420;1;2;1;60;91; ; ;300000;1;30;30; ; ;91;1;6,50619812043944;4;4724;41;47
5243421;1;2;1;60;91; ;950000; ; ;48;48; ; ;91;1;4,53983465886872;1;6412;33;64
5243421;1;3;1;60;91; ;99; ; ;50;50; ; ;91;1;4,53983465886872;1;4642;45;46
5243422;1;1;1;60;91; ;950000; ; ;50;50; ; ;91;1;5,98761453700218;1;5611;53;56
5243422;1;3;1;60;91; ; ;99;1;50;50; ; ;91;1;5,98761453700218;4;1081;77;10
5243423;1;1;1;60;91; ; ;200000;1;50;50; ; ;91;1;3,80896934948695;4;4921;98;49
5243423;1;2;1;60;91; ;980000; ; ;48;48; ; ;91;1;3,80896934948695;1;4774;45;47
5243424;1;1;1;60;91; ; ;1000000;1;70;70; ; ;91;1;6,05485851686624;4;4921;98;49
5243471;1;1;1;60;99; ;1200000; ; ;48;48; ; ;99;1;7,15555719116849;1;8424;58;84
5243472;1;2;1;60;99; ;300000; ; ;40;40; ; ;99;1;5,73474933516843;1;4111;95;41
5243473;1;1;1;60;99; ; ;0;1;36;36; ; ;99;1;6,99679093229893;4;0322;64;03
5243477;2;1;2;60;99; ; ;98;1;42;42; ; ;99;1;2,16600840677243;4;4781;45;47
5243478;1;2;1;60;99; ; ;380000;1;35;40; ; ;99;1;1,89549502356952;4;7729;49;77
5243478;1;3;1;60;99; ; ;98;1;46;48; ; ;99;1;1,89549502356952;4;4111;95;41
5243499;1;1;1;60;99; ; ;300000;1;50;48;1; ;99;1;2,12923630995009;4;6614;33;66
5243632;1;1;1;60;81; ; ;98;1;20;20; ; ;81;1;15,9017203464019;4;1410;79;14
5243633;1;1;1;60;81; ; ;98;1;48;44;6; ;81;1;7,59043141597366;4;4771;41;47
5243633;1;2;1;60;81; ; ;98;1;48;40;6; ;81;1;7,59043141597366;5;4210;21;42
5243634;1;1;1;60;81; ;98; ; ;48;0;1; ;81;1;7,59043141597366;1;0990;97;09
5243634;1;2;1;60;81; ;98; ; ;40;40; ; ;81;1;7,59043141597366;2;8530;13;85
5243636;1;2;1;60;81; ; ;98;1;48;48; ; ;81;1;30,3617256638947;4;0144;61;01
5243664;1;2;1;60;95; ; ;1500000;1;24;24; ; ;95;1;5,79877058691403;4;5619;53;56
5243664;1;3;1;60;95; ; ;40000;1;1;1; ; ;95;1;5,79877058691403;4;8560;59;85
5243669;1;1;1;60;95; ;3250000; ; ;48;48; ; ;95;1;50,449304106152;2;3600;02;36
5243670;1;1;1;60;95; ; ;3420000;1;72;72; ; ;95;1;50,449304106152;4;8413;39;84
5243671;1;1;1;60;95; ;877803; ; ;50;50; ; ;95;1;5,79877058691403;1;8699;98;86
5243671;1;2;1;60;95; ;877803; ; ;40;40; ; ;95;1;5,79877058691403;1;8890;54;88
5243671;1;3;1;60;95; ;900000; ; ;70;70; ; ;95;1;5,79877058691403;1;5619;77;56
5243672;1;2;1;60;95; ; ;300000;1;15;8;6; ;95;1;5,79877058691403;4;4781;45;47
5243672;1;7;1;60;95; ;800000; ; ;50;50; ; ;95;1;5,79877058691403;1;4111;95;41
5243673;1;1;1;60;95; ;1613000; ; ;48;48; ; ;95;1;5,79877058691403;2;8423;58;84
5243673;1;2;1;60;95; ;1397000; ; ;48;48; ; ;95;1;5,79877058691403;1;5629;33;56
5243674;1;1;1;60;95; ;4745840; ; ;40;40; ; ;95;1;5,79877058691403;2;8530;13;85
5243674;1;2;1;60;95; ; ;50000;1;14;14; ; ;95;1;5,79877058691403;4;9511;03;95
5243675;1;2;1;60;95; ;1900000; ; ;49;49; ; ;95;1;5,79877058691403;2;8610;59;86
5243676;1;1;1;60;95; ; ;600000;1;40;2;6; ;95;1;5,79877058691403;5;5621;51;56
5243677;1;1;1;60;95; ;4300000; ; ;44;44; ; ;95;1;5,79877058691403;1;6412;21;64
5243677;1;2;1;60;95; ;897000; ; ;48;48; ; ;95;1;5,79877058691403;1;4711;33;47
5243678;1;1;1;60;95; ; ;600000;1;18;18; ; ;95;1;5,79877058691403;4;4792;45;47
5243678;1;2;1;60;95; ;3670000; ; ;60;60; ; ;95;1;5,79877058691403;2;3600;21;36
5243679;1;1;1;60;95; ;2200000; ; ;48;48; ; ;95;1;50,449304106152;1;9499;19;94
5243679;1;2;1;60;95; ; ;3905000;1;40;40; ; ;95;1;50,449304106152;4;8542;13;85
5243681;1;1;1;60;95; ; ;2000000;1;60;60; ; ;95;1;5,79877058691403;5;4542;84;45
5243682;1;1;1;60;95; ;360000; ; ;60;60; ; ;95;1;5,79877058691403;1;4111;95;41
5243682;1;2;1;60;95; ; ; ; ;40;40; ; ;95;1;5,79877058691403;7;0125;62;01
5243683;1;2;1;60;95; ; ;1900000;1;56;56; ; ;95;1;5,79877058691403;4;3512;03;35
5243684;1;1;1;60;95; ; ;1500000;1;48;48; ; ;95;1;23,8926144701684;4;8413;39;84
5243684;1;2;1;60;95; ; ;100000;1;30;30; ; ;95;1;23,8926144701684;4;5619;53;56
5243685;1;1;1;60;95; ;4200000; ; ;40;40; ; ;95;1;5,79877058691403;2;8530;13;85
5243686;1;1;1;60;95; ; ;300000;1;48;48; ; ;95;1;50,4067623504403;4;1410;21;14
5243686;1;2;1;60;95; ; ; ; ;40;40; ; ;95;1;50,4067623504403;6;1410;79;14
5243688;1;1;1;60;95; ;2000000; ; ;44;16;1; ;95;1;5,79877058691403;1;4290;97;42
5243688;1;2;1;60;95; ; ;850000;1;56;56; ; ;95;1;5,79877058691403;4;9200;45;92
5243690;1;1;1;60;95; ;877000; ; ;40;40; ; ;95;1;5,79877058691403;1;8621;39;86
5243690;1;2;1;60;95; ;877000; ; ;40;40; ; ;95;1;5,79877058691403;1;8413;39;84
5243692;1;1;1;60;95; ;890000; ; ;48;48; ; ;95;1;12,6712833912786;1;4111;95;41
5243692;1;2;1;60;95; ;980000; ; ;76;76; ; ;95;1;12,6712833912786;1;4771;45;47
5243693;1;1;1;60;95; ;2800000; ; ;40;40; ; ;95;1;5,79877058691403;2;8413;19;84
5243693;1;2;1;60;95; ;320000; ; ;40;40; ; ;95;1;5,79877058691403;3;9700;55;97
5243694;1;1;1;60;95; ;877000; ; ;40;40; ; ;95;1;5,79877058691403;1;7410;03;74
5243694;1;2;1;60;95; ;4000000; ; ;48;48; ; ;95;1;5,79877058691403;1;9491;21;94
5243695;1;1;1;60;95; ;5000000; ; ;40;40; ; ;95;1;5,79877058691403;2;8422;03;84
5243695;1;2;1;60;95; ;4000000; ; ;40;40; ; ;95;1;5,79877058691403;2;8422;03;84
5243696;1;1;1;60;95; ; ;600000;1;56;56; ; ;95;1;5,79877058691403;4;4789;45;47
5243696;1;2;1;60;95; ;877000; ; ;40;40; ; ;95;1;5,79877058691403;3;9700;55;97
5243698;1;2;1;60;95; ; ;0;1;48;48; ; ;95;1;5,79877058691403;4;0141;61;01
5243698;1;3;1;60;95; ;1200000; ; ;48;48; ; ;95;1;5,79877058691403;1;4722;21;47
5243698;1;4;1;60;95; ;800000; ; ;42;0;3; ;95;1;5,79877058691403;1;4722;45;47
5243699;1;1;1;60;95; ; ;3800000;1;40;40; ; ;95;1;5,79877058691403;4;8551;30;85
5243699;1;2;1;60;95; ; ;2900000;1;40;40; ; ;95;1;5,79877058691403;4;8413;19;84
5243982;1;1;1;60;81; ; ;200000;1;30;30; ; ;81;1;13,9156396772647;4;8121;55;81
5244185;1;1;1;60;94; ;3500000; ; ;40;40; ; ;94;1;2,31300157042258;2;8413;13;84
5244185;1;2;1;60;94; ; ;1500000;1;30;3;6; ;94;1;2,31300157042258;4;4762;41;47
5244186;1;1;1;60;94; ;3500000; ; ;48;48; ; ;94;1;2,07522241057289;2;8413;02;84
5244187;1;1;1;60;94; ; ;98;1;48;48; ; ;94;1;2,7449501588539;5;4773;21;47
5244187;1;2;1;60;94; ; ;3000000;1;40;48; ; ;94;1;2,7449501588539;4;8413;12;84
5244188;1;1;1;60;94; ; ;980000;1;48;20;6; ;94;1;1,75462797185109;5;4923;62;49
5244188;1;3;1;60;94; ; ;160000;1;16;16; ; ;94;1;1,75462797185109;4;5021;98;50
5244189;1;1;1;60;94; ; ;1300000;1;48;48; ; ;94;1;2,59641174945224;4;2511;87;25
5244189;1;2;1;60;94; ; ; ; ;48;48; ; ;94;1;2,59641174945224;6;2511;93;25
5244190;1;1;1;60;94; ; ;700000;1;45;32;6; ;94;1;2,48988084287302;4;5611;53;56
5244190;1;2;1;60;94; ; ; ; ;40;32;6; ;94;1;2,48988084287302;6;5611;45;56
5244191;1;1;1;60;94; ; ;3000000;1;60;60; ; ;94;1;1,24897003745308;4;4711;41;47
5244191;1;2;1;60;94; ; ;98;1;48;48; ; ;94;1;1,24897003745308;4;4711;41;47
5244192;1;1;1;60;94; ; ;99;1;78;78; ; ;94;1;2,083321910025;5;5022;98;50
5244192;1;2;1;60;94; ; ;300000;1;24;24; ; ;94;1;2,083321910025;4;4792;45;47
5244192;1;3;1;60;94; ; ;300000;1;78;78; ; ;94;1;2,083321910025;4;5022;97;50
5244193;1;1;1;60;94; ; ;2500000;1;48;48; ; ;94;1;1,24897003745308;4;4769;41;47
5244193;1;5;1;60;94; ; ;1800000;1;40;40; ; ;94;1;1,24897003745308;4;8412;39;84
5244194;1;1;1;60;94; ; ;300000;1;40;40; ; ;94;1;2,93055097414413;4;4781;45;47
5244195;1;1;1;60;94; ; ;98;1;30;30; ; ;94;1;2,48975380180533;4;8129;99;81
5244196;1;1;1;60;94; ; ;98;1;48;48; ; ;94;1;1,24897003745308;4;0141;61;01
5244196;1;3;1;60;94; ; ;3200000;1;40;40; ; ;94;1;1,24897003745308;4;8412;21;84
5244198;1;1;1;60;94; ; ;1500000;1;50;50; ; ;94;1;2,49781303383847;4;4711;41;47
5244199;1;2;1;60;94; ;98; ; ;40;40; ; ;94;1;1,24897003745308;2;8412;11;84
5244200;1;1;1;60;94; ;98; ; ;50;50; ; ;94;1;1,75462797185109;1;4923;98;49
5244202;1;1;1;60;94; ; ;4200000;1;48;48; ; ;94;1;1,24897003745308;4;8551;21;85
5244203;1;1;1;60;94; ; ;3500000;1;48;48; ; ;94;1;1,24897003745308;4;8415;12;84
5244204;1;1;1;60;94; ;2100000; ; ;48;48; ; ;94;1;2,0750953695052;2;8423;58;84
5244204;1;2;1;60;94; ;3300000; ; ;64;64; ; ;94;1;2,0750953695052;1;8544;30;85
5244206;1;1;1;60;94; ; ;98;1;40;40; ; ;94;1;1,24897003745308;4;8890;19;88
5244207;1;1;1;60;94; ;2040000; ; ;48;48; ; ;94;1;1,24897003745308;2;8422;87;84
5244207;1;2;1;60;94; ;5000000; ; ;40;40; ; ;94;1;1,24897003745308;2;8413;31;84
5244209;1;1;1;60;94; ;2100000; ; ;40;40; ; ;94;1;1,24897003745308;2;8413;13;84
5244209;1;3;1;60;94; ;1500000; ; ;40;40; ; ;94;1;1,24897003745308;1;9499;30;94
5244213;1;2;1;60;94; ;980000; ; ;40;40; ; ;94;1;1,24897003745308;2;8413;55;84
5244498;1;2;1;60;95; ; ;700000;1;48;48; ; ;95;1;5,79877058691403;4;5224;97;52
5244877;1;1;1;60;94; ;99; ; ;84;84; ; ;94;1;2,44786815278645;2;8423;58;84
5244877;1;2;1;60;94; ;99; ; ;48;48; ; ;94;1;2,44786815278645;1;4542;45;45
5244878;1;1;1;60;94; ;99; ; ;56;56; ; ;94;1;2,30153904099994;1;4711;97;47
5244879;1;1;1;60;94; ; ;99;1;84;84; ; ;94;1;1,24897003745308;4;4631;41;46
5244879;1;3;1;60;94; ; ;1300000;1;40;20;1; ;94;1;1,24897003745308;4;8413;03;84
5244879;1;4;1;60;94; ;1500000; ; ;48;48; ; ;94;1;1,24897003745308;1;4631;45;46
5244880;1;1;1;60;94; ; ;98;1;48;48; ; ;94;1;2,27320336521528;4;4330;93;43
5244880;1;3;1;60;94; ;99; ; ;48;48; ; ;94;1;2,27320336521528;1;4210;95;42
5244882;1;1;1;60;94; ;1800000; ; ;40;40; ; ;94;1;2,74507719992159;2;8415;39;84
5244883;1;1;1;60;94; ;2300000; ; ;48;48; ; ;94;1;2,49781303383847;2;8423;58;84
5244924;1;1;1;60;97; ; ;2000000;1;50;0;1; ;97;1;1,91957983967893;4;5619;51;56
5244924;1;2;1;60;97; ; ;2500000;1;40;40; ; ;97;1;1,91957983967893;4;9499;21;94
5244925;1;1;1;60;97; ; ;1350000;1;40;40; ; ;97;1;1,58966084554411;4;8890;59;88
5245002;1;1;1;60;94; ; ;99;1;91;61;6; ;94;1;3,5823262554873;4;4921;98;49
5245002;1;4;1;60;94; ; ;99;1;91;61;6; ;94;1;3,5823262554873;4;4921;98;49
5247098;1;1;1;60;95; ;750000; ; ;20;20; ; ;95;1;6,58951203058412;3;9700;55;97
5247234;1;1;1;60;81; ; ;98;1;50;50; ; ;81;1;7,59043141597366;4;0162;44;01
5247234;1;3;1;60;81; ;98; ; ;50;50; ; ;81;1;7,59043141597366;2;8411;20;84
5247236;1;1;1;60;81; ; ;0;1;40;20;6; ;81;1;21,7436749073879;4;6910;12;69
5247269;1;1;1;60;85; ; ;600000;1;18;18; ; ;85;1;35,370752235727;4;3830;99;38
5247269;1;2;1;60;85; ; ; ; ;12;12; ; ;85;1;35,370752235727;6;3830;99;38
5247269;1;3;1;60;85; ; ;200000;1;50;50; ; ;85;1;35,370752235727;4;8020;83;80
5247269;1;7;1;60;85; ;600000; ; ;48;48; ; ;85;1;35,370752235727;1;8020;83;80
5247269;1;8;1;60;85; ; ;150000;1;48;24;6; ;85;1;35,370752235727;4;4330;95;43
5247273;1;1;1;60;85; ; ;700000;1;40;40; ; ;85;1;28,5160539307325;4;2511;87;25
5247273;2;2;2;60;85; ; ;150000;1;40;24;6; ;85;1;28,5160539307325;4;5619;53;56
5247273;2;3;2;60;85; ;1500000; ; ;54;54; ; ;85;1;28,5160539307325;1;2592;99;25
5247273;3;1;3;60;85; ; ;300000;1;48;48; ; ;85;1;28,5160539307325;4;5619;53;56
5247274;1;2;1;60;85; ;1200000; ; ;48;48; ; ;85;1;25,9744925411519;1;4210;95;42
5247299;1;1;1;60;85; ; ;600000;1;48;48; ; ;85;1;32,1685515208126;4;5619;77;56
5247299;1;2;1;60;85; ; ; ; ;50;50; ; ;85;1;32,1685515208126;7;4711;55;47
5247300;1;1;1;60;85; ;877000; ; ;48;48; ; ;85;1;23,2208883773724;1;6190;33;61
5247300;1;2;1;60;85; ; ;800000;1;40;40; ; ;85;1;23,2208883773724;4;7110;95;71
5247323;1;1;1;60;81; ; ;99;1;21;21; ; ;81;1;12,4834950868116;4;4792;45;47
5247554;1;1;1;60;91; ; ;350000;1;32;32; ; ;91;1;4,62624821659;4;9601;56;96
5247554;1;2;1;60;91; ; ;490000;1;56;48;6; ;91;1;4,62624821659;4;4921;98;49
5247696;1;2;1;60;81; ; ;700000;1;20;20; ; ;81;1;9,24226683507712;4;8559;13;85
5247715;1;2;1;60;95; ;340000; ; ;44;44; ; ;95;1;6,58951203058412;8;0141;62;01
5247715;1;3;1;60;95; ;300000; ; ;30;30; ; ;95;1;6,58951203058412;3;9700;54;97
5247715;1;6;1;60;95; ;200000; ; ;80;80; ; ;95;1;6,58951203058412;8;0141;62;01
5247716;1;1;1;60;95; ; ;400000;1;44;44; ; ;95;1;5,79877058691403;4;4789;45;47
5247754;1;1;1;60;86; ; ;98;1;50;50; ; ;86;1;9,10176231529496;4;4542;99;45
5247756;1;1;1;60;86; ; ;98;1;60;60; ; ;86;1;7,4744489793568;4;5221;59;52
5247756;1;2;1;60;86; ; ;98;1;50;50; ; ;86;1;7,4744489793568;4;0161;61;01
5247973;1;1;1;60;86; ;300000; ; ;30;30; ; ;86;1;6,32946526160895;3;9700;54;97
